	election	cmte_id	purpid	purpose	vendor	category	platform	category_recode	consult	digital	cand_id	cand_office	sup_opp	soc_media	exp_amo	cmte_nm	cmte_dsgn	cmte_tp	party_impute	fec_party	crp_party	party_combined	pacshort	recipcode	industry	name	crpico	recipcode_cand	office	state	cd	cand_support	source	transaction_amt	cand_name	cand_office_st	cand_office_district	cand_ici	cand_status	status_combined	ads_ind	tv	tv2	ads_ind2	ads_opp	ads_opp2	ads	ads2	presyear	commtype	prescomms	preselect	dig_source	dig_type	total	deflator	total12
1380	2020.0	C00711432	521498.0	SOCIAL MEDIA ADS	PARA BELLUM PUBLIC AFFAIRS	digital	0.0	digital		1.0	H0CA28182	H		0.0		ERIC EARLY FOR CONGRESS 2020	P	H		2.0	2.0	2.0	Eric Early for Congress 2020	RL	Z1100	Eric Early (R)	C	RL	H	CA	28.0		1.0	4116.9300537109375	EARLY, ERIC	CA	28.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.00411693	113.65	0.0036224637
1381	2012.0	C00524934	199830.0	FACEBOOK TARGETTED ADVERTISING	MESSINGER LESLI RAE	digital	0.0	digital		1.0	H2GA01231	H		0.0		MESSINGER, LESLI RAE	P	H		1.0	1.0	1.0	Lesli Rae Messinger	DL	Z1200	Lesli Messinger (D)	C	DL	H	GA	1.0		1.0	722.6399993896484	MESSINGER, LESLI RAE	GA	1.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	0.00072264	100.0	0.00072264
1382	2018.0	C00637363	156706.0	DIGITAL ADVERTISING	BLUEPRINT INTERACTIVE	digital	0.0	digital		1.0	H8CO06229	H		0.0		JASON CROW FOR CONGRESS	P	H		1.0	1.0	1.0	Jason Crow for Congress	DW	Z1200	Jason Crow (D)	C	DW	H	CO	6.0		1.0	11300.0	CROW, JASON	CO	6.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0113	110.32	0.01024293
1383	2018.0	C90012071	156319.0	DIGITAL AD	FACEBOOK	digital	1.0	digital		1.0	H8MT00077	H	S	1.0	349.69000244140625	PEOPLE FOR THE AMERICAN WAY	U	I	1.0		1.0	1.0	People for the American Way	OI	J1200	Robert E. Quist (D)	O	DL	H	MT	1.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			2.0	1.0	0.00034969	110.32	0.00031697788
1384	2012.0	C00432260	176175.0	EMAIL COSTS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	H2KY04121	H	S	0.0	528.1199951171875	CLUB FOR GROWTH PAC	U	Q	2.0		2.0	2.0	Club for Growth	PI	J1100	Thomas Massie (R)	O	RW	H	KY	4.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.00052811997	100.0	0.00052811997
1385	2020.0	C00526673	156706.0	DIGITAL ADVERTISING	BREAK SOMETHING	digital	0.0	digital		1.0	P80000722	P	S	0.0	12311.98	FAIR SHARE ACTION	U	O	1.0		1.0	1.0	Fair Share Action	OI	J1200	Joe Biden (D)	C	DW	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.01231198	113.65	0.010833242
1386	2014.0	C00542464	387715.0	ONLINE ADVERTISING NON CANDIDATE	CAMPAIGN SOLUTIONS	digital	0.0	digital		1.0				0.0		JOHN BOLTON SUPER PAC	U	O	2.0		2.0	2.0	John Bolton Super PAC	OI	J1100								1.0	2134.6298828125								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			1.0	1.0	0.00213463	103.65	0.0020594597
1387	2020.0	C00633610	387378.0	ONLINE AD CREDIT	FACEBOOK	digital	1.0	digital		1.0	H8SC05158	H		1.0		RALPH NORMAN FOR CONGRESS	P	H		2.0	2.0	2.0	Ralph Norman for Congress	RW	Z1100	Ralph Norman (R)	I	RW	H	SC	5.0		1.0	-14.229999542236328	NORMAN, RALPH W. JR.	SC	5.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	-1.423e-05	113.65	-1.2520897e-05
1388	2008.0	C00165688	228038.0	FR EVENT ADVERTISING	GOOGLE	media	1.0	digital		1.0				1.0		NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL	U	Y		1.0	1.0	1.0	Democratic Party of North Carolina	DP	Z5200								1.0	200.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2008.0	2.0	1.0	0.0002	94.42	0.00021181953
1389	2018.0	C90016106	156666.0	DIGITAL ADVERTISEMENT	TALENT PAYMASTER	digital	0.0	digital		1.0	S8AZ00197	S	S	0.0	810.7000122070312	AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND	U	I	1.0			1.0	AFL-CIO	OL	L0000	Kyrsten Sinema (D)	O	DW	S	AZ			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	0.0008107	110.32	0.00073486223
1390	2010.0	C00448696	278816.0	IE ROSSI WEB ADS	INTERMARKETS	digital	0.0	digital		1.0	S0WA00357	S	S	0.0	5045.4501953125	SENATE CONSERVATIVES FUND	D	Q	2.0		2.0	2.0	Senate Conservatives Fund	PI	J2200	Dino Rossi (R)	C	RL	S	WA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.0050454503	96.17	0.005246387
1391	2008.0	C00431445	386687.0	ON LINE ADVERTISING	WEIKSNER GEORGE MICHAEL	digital	0.0	digital		1.0	P80003338	P		0.0		OBAMA FOR AMERICA	P	P		1.0	1.0	1.0	Obama for America	DW	Z1200	Barack Obama (D)	O	DW	P			4.0	1.0	500.0	OBAMA, BARACK	US	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	2008.0	1.0	1.0	0.0005	94.42	0.00052954885
1392	2018.0	C00235853	168899.0	DRAW ADV FROM LINE NON FEDERAL NEW YORK	HUMAN RIGHTS CAMPAIGN	digital	0.0	digital		1.0				0.0		HUMAN RIGHTS CAMPAIGN PAC	B	Q	1.0			1.0	Human Rights Campaign	PI	J7300								1.0	-973.1299819946289								0.0	0.0		1.0	1.0	1.0	1.0	0.0	6.0			1.0	1.0	-0.00097313	110.32	-0.0008820975
1393	2012.0	C90013301	386687.0	ON LINE ADVERTISING	ONMESSAGE	digital	0.0	digital		1.0	S2VA00142	S	O	0.0	86124.8671875	NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION	U	I	2.0			2.0	NRA Institute for Legislative Action	OI	J6200	Tim Kaine (D)	O	DW	S	VA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2012.0	1.0	1.0	0.08612487	100.0	0.08612487
1394	2020.0	C00487470	289718.0	INTERNET COMMUNICATIONS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	H0NY27090	H	O	0.0	69.27	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Chris Jacobs (R)	I	RW	H	NY	27.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	6.927e-05	113.65	6.0950282e-05
1395	2018.0	C00665182	3874.0	AD	GOOGLE	media	1.0	digital		1.0	H8AL04094	H		1.0		LEE AUMAN FOR UNITED STATES CONGRESS	P	H		1.0	1.0	1.0	Lee Auman for US Congress	DL	Z1200	Lee Auman (D)	C	DL	H	AL	4.0		1.0	22.0	AUMAN, JAMES LEE	AL	4.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	2.2e-05	110.32	1.9941986e-05
1396	2016.0	C00607853	13561.0	ADVERTISING DIGITAL	MAJORITY STRATEGIES	digital	0.0	digital		1.0	H6OH08182	H	O	0.0	8255.75	AMERICANS FOR CONCRETE SOLUTIONS, INC.	U	O	1.0		2.0	2.0	Americans For Concrete Solutions	OI	J1100	Tim Derickson (R)	O	RL	H	OH	8.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.00825575	105.74	0.0078075943
1397	2016.0	C00607101	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H6VA05142	H		1.0		TOM GARRETT FOR CONGRESS	P	H		2.0	2.0	2.0	Tom Garrett For Congress	RW	Z1100	Tom Garrett (R)	O	RW	H	VA	5.0		1.0	10500.280016243458	GARRETT, THOMAS ALEXANDER MR. JR.	VA	5.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.01050028	105.74	0.009930282
1398	2020.0	C00700534	289204.0	INTERNET ADVERTISING	GOOGLE	digital	1.0	digital		1.0	H8TX14120	H		1.0		ADRIENNE BELL FOR CONGRESS	P	H		1.0	1.0	1.0	Adrienne Bell for Congress	DL	Z1200	Adrienne Bell (D)	C	DL	H	TX	14.0		1.0	729.85999584198	BELL, ADRIENNE	TX	14.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.00072986	113.65	0.0006421997
1399	2020.0	C00711614	156706.0	DIGITAL ADVERTISING	MOMENTUM DIGITAL MEDIA	digital	0.0	digital		1.0	P00012716	P		0.0		TOM STEYER 2020	P	P		1.0	1.0	1.0	Tom Steyer 2020	DL	Z1200	Tom Steyer (D)	C	DL	P				1.0	23000.0	STEYER, TOM	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	1.0	1.0	0.023	113.65	0.02023757
1400	2018.0	C00625236	13977.0	ADVERTISING EXPENSES	FACEBOOK	media	1.0	digital		1.0				1.0		AMERICAN SOLIDARITY PARTY	U	X			3.0	3.0	American Solidarity Party	3P	Z5300								1.0	27.530000686645508								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	2.753e-05	110.32	2.4954677e-05
1401	2020.0	C00747600	13561.0	ADVERTISING DIGITAL	AL MEDIA	digital	0.0	digital		1.0	S4MA00028	S	S	0.0	797340.0	UNITED FOR MASSACHUSETTS	U	N	1.0		1.0	1.0	United for Massachusetts	PI	J1200	Ed Markey (D)	I	DW	S	MA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2020.0	1.0	1.0	0.79734	113.65	0.701575
1402	2020.0	C00633404	157079.0	DIGITAL ADVOCACY	EASTERN HARBOR	digital	0.0	digital		1.0				0.0		STOP REPUBLICANS	U	V			1.0	1.0	Stop Republicans PAC	PI	J1200								1.0	2200.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2020.0	1.0	1.0	0.0022	113.65	0.0019357677
1403	2010.0	C00010603	289204.0	INTERNET ADVERTISING	LINKEDIN CORPORATION	digital	0.0	digital		1.0				0.0		DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE	U	Y	1.0	1.0	1.0	1.0	DNC Services Corp	DP	Z5200								1.0	195.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			1.0	1.0	0.000195	96.17	0.00020276594
1404	2014.0	C00488742	289128.0	INTERNET AD PRODUCTION COSTS	FENN COMMUNICATIONS GROUP	digital	0.0	digital		1.0	H2AZ09019	H	S	0.0	57000.0	NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND	B	O	2.0			2.0	National Assn of Realtors	OB	F4200	Kyrsten Sinema (D)	I	DW	H	AZ	9.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.057	103.65	0.054992765
1405	2008.0	C00431205	335883.0	MEDIA BUY	FACEBOOK	media	1.0	digital		1.0	P40002347	P		1.0		JOHN EDWARDS FOR PRESIDENT	P	P		1.0	1.0	1.0	John Edwards for President	DL	Z1200	John Edwards (D)	O	DL	P				1.0	20.0	EDWARDS, JOHN	US	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2008.0	2.0	1.0	2e-05	94.42	2.1181953e-05
1406	2018.0	C00492140	12358.0	ADVERTISING	GOOGLE	media	1.0	digital		1.0				1.0		AMERICAN BRIDGE 21ST CENTURY	U	O	1.0		1.0	1.0	American Bridge 21st Century	OI	J1200								1.0	3660.5399169921875								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			2.0	1.0	0.00366054	110.32	0.003318111
1407	2020.0	C00687103	156469.0	DIGITAL AD PRODUCTION COSTS	LUKENS COMPANY	digital	0.0	digital		1.0	S0KS00315	S	S	0.0	1125.0	AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)	U	O	2.0		2.0	2.0	Americans for Prosperity Action	OI	J1100	Roger Marshall (R)	O	RW	S	KS			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.001125	113.65	0.0009898811
1408	2012.0	C00471292	607325.0	WEB HOSTING ADVERTISING	MAILCHIMP	digital	0.0	digital		1.0	H0SC05031	H		0.0		MULVANEY FOR CONGRESS	P	H		2.0	2.0	2.0	Mulvaney for Congress	RW	Z1100	Mick Mulvaney (R)	I	RW	H	SC	5.0		1.0	75.0	MULVANEY, JOHN MICHAEL 'MICK'	SC	5.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	7.5e-05	100.0	7.5e-05
1409	2018.0	C00580068	156546.0	DIGITAL ADS	MOTHERSHIP STRATEGIES	digital	0.0	digital		1.0	H8MT01232	H	S	0.0	31973.650390625	PROGRESSIVE TURNOUT PROJECT	U	Q	1.0		1.0	1.0	Progressive Turnout Project	PI	J1200	Kathleen Williams (D)	C	DL	H	MT	1.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.03197365	110.32	0.028982641
1410	2010.0	C00257642	289204.0	INTERNET ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	S2WA00189	S		1.0		PEOPLE FOR PATTY MURRAY	P	S		1.0	1.0	1.0	People for Patty Murray	DW	Z1200	Patty Murray (D)	I	DW	S	WA			1.0	119.0	MURRAY, PATTY	WA	0.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.000119	96.17	0.00012373921
1411	2020.0	C90019472	182915.0	ESTIMATED COST DIGITAL ADVERTISING PRODUCTION	HAMBURGER GIBSON CREATIVE	digital	0.0	digital		1.0	S2MT00096	S	O	0.0	2875.0	MONTANA RURAL VOTERS (WORC)	U	I	1.0			1.0	Montana Rural Voters	OI	J9000	Steven Daines (R)	I	RW	S	MT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.002875	113.65	0.0025296963
1412	2008.0	C00341396	609333.0	WEBADS	FACEBOOK	administrative	1.0	digital		1.0				1.0		MOVEON.ORG POLITICAL ACTION	U	Q	1.0		1.0	1.0	Moveon.org	PI	J1200								1.0	50.43000030517578								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2008.0	2.0	1.0	5.043e-05	94.42	5.3410295e-05
1413	2020.0	C00636092	156546.0	DIGITAL ADS	PROSPER GROUP	digital	0.0	digital		1.0	H8OK01157	H		0.0		HERN FOR CONGRESS	P	H		2.0	2.0	2.0	Hern for Congress	RW	Z1100	Kevin Hern (R)	I	RW	H	OK	1.0		1.0	48018.89978027344	HERN, KEVIN	OK	1.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.0480189	113.65	0.04225156
1414	2020.0	C00476523	156706.0	DIGITAL ADVERTISING	IVYPAC	digital	0.0	digital		1.0	H0CA33117	H		0.0		KAREN BASS FOR CONGRESS	P	H		1.0	1.0	1.0	Karen Bass for Congress	DW	Z1200	Karen Bass (D)	I	DW	H	CA	37.0		1.0	111.98999762535095	BASS, KAREN	CA	37.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.00011199	113.65	9.853937e-05
1415	2008.0	C00145862	609800.0	WEBSITE ADMINISTRATION	PROSPER GROUP	digital	0.0	digital		1.0	H2IN06023	H		0.0		DAN BURTON FOR CONGRESS COMMITTEE	P	H		2.0	2.0	2.0	Dan Burton for Congress Cmte	RW	Z1100	Dan Burton (R)	I	RW	H	IN	5.0		1.0	1527.3700008392334	BURTON, DANNY L	IN	5.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2008.0	1.0	1.0	0.00152737	94.42	0.001617634
1416	2018.0	C00495861	366915.0	NON CONTRIBUTION ACCOUNT DIGITAL AD PRODUCTION ESTIMATE	BULLY PULPIT INTERACTIVE	digital	0.0	digital		1.0	S8MO00160	S	O	0.0	3075.0	PRIORITIES USA ACTION	U	V	1.0		1.0	1.0	Priorities USA Action	PI	J1200	Josh Hawley (R)	C	RW	S	MO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.003075	110.32	0.0027873458
1417	2020.0	C90019316	157029.0	DIGITAL ADVERTISING TRUMP DRINKS BLEACH	LONGWELL PARTNERS	digital	0.0	digital		1.0	P80001571	P	O	0.0	117.65	DEFENDING DEMOCRACY TOGETHER	U	I	1.0		1.0	1.0	Defending Democracy Together	OI	J1200	Donald Trump (R)	I	RL	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.00011765	113.65	0.000103519575
1418	2018.0	C90016106	156666.0	DIGITAL ADVERTISEMENT	ANNE LEWIS STRATEGIES	digital	0.0	digital		1.0	S6MT00162	S	S	0.0	21000.0	AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND	U	I	1.0			1.0	AFL-CIO	OL	L0000	Jon Tester (D)	I	DW	S	MT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	0.021	110.32	0.019035533
1419	2014.0	C00564013	389290.0	ONLINE MEDIA ADMINISTRATION	NEW MEDIA FIRM	digital	0.0	digital		1.0				0.0		ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC	U	O	1.0		1.0	1.0	Alliance for a Better Minnesota	OI	J1200								1.0	555.75								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			1.0	1.0	0.00055575	103.65	0.0005361794
1420	2018.0	C00571588	156929.0	DIGITAL ADVERTISING PLACEMENT	CONNELL DONATELLI	digital	0.0	digital		1.0	S2WI00219	S	O	0.0	15000.0	RESTORATION PAC	U	O	2.0		2.0	2.0	Restoration PAC	OI	J1100	Tammy Baldwin (D)	I	DW	S	WI			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.015	110.32	0.0135968095
1421	2020.0	C00630012	521539.0	SOCIAL MEDIA ADVERTISING	FACEBOOK	digital	1.0	digital		1.0				1.0		IT STARTS TODAY	U	N			1.0	1.0	It Starts Today                                   	PI	J1200								1.0	2855.659999847412								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2020.0	2.0	1.0	0.00285566	113.65	0.0025126792
1422	2018.0	C00680827	199550.0	FACEBOOK ADVERTISING	BUILD EPIC DIGITAL	digital	0.0	digital		1.0	H8KS04187	H		0.0		RON ESTES FOR KANSAS	P	H		2.0	2.0	2.0	Ron Estes for Kansas	RL	Z1100	Ron M. Estes (R)	C	RL	H	KS	4.0		1.0	576.7999877929688	ESTES, RON M.	KS	4.0	C	N	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.00057679997	110.32	0.00052284263
1423	2020.0	C00639468	521834.0	SOCIAL MEDIA MAGIC	MCGARY LAWINNA	digital	0.0	digital		1.0				0.0		REPRESENTMEAZ	U	O			1.0	1.0	RepresentMeAZ	OI	J1200								1.0	250.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.00025	113.65	0.0002199736
1424	2020.0	C00341396	387520.0	ONLINE ADVERTISING	TARGET SMART COMMUNICATIONS	digital	0.0	digital		1.0	P80000722	P	O	0.0	6.57	MOVEON.ORG POLITICAL ACTION	U	W	1.0		1.0	1.0	Moveon.org	PI	J1200	Joe Biden (D)	C	DW	P				2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2020.0	1.0	1.0	6.57e-06	113.65	5.780906e-06
1425	2014.0	C00499020	278932.0	IE SMITH EMAIL SOCIAL MEDIA PRINTING	FREEDOMWORKS	digital	0.0	digital		1.0	H4ID02063	H	S	0.0	3231.820075750351	FREEDOMWORKS FOR AMERICA	U	O	2.0		2.0	2.0	FreedomWorks for America	OI	J1100	Bryan Smith (R)	C	RL	H	ID	2.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.0032318202	103.65	0.0031180126
1426	2020.0	C00713255	199327.0	FACEBOOK AD BUY	FACEBOOK	digital	1.0	digital		1.0	H0TN09129	H		1.0		COMMITTEE TO ELECT COREY STRONG!	P	H		1.0	1.0	1.0	Committee to Elect Corey Strong	DL	Z1200	Corey Strong (D)	C	DL	H	TN	9.0		1.0	110.0	STRONG, COREY O	TN	9.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.00011	113.65	9.678838e-05
1427	2010.0	C00476192	289204.0	INTERNET ADVERTISING	GOOGLE	digital	1.0	digital		1.0	H0IN04170	H		1.0		HOOSIERS FOR ROKITA, INC.	P	H		2.0	2.0	2.0	Hoosiers for Rokita	RW	Z1100	Todd Rokita (R)	O	RW	H	IN	4.0		1.0	1018.530029296875	ROKITA, THEODORE EDWARD	IN	4.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00101853	96.17	0.0010590933
1428	2012.0	C00491449	560066.0	TO BUY EMAIL ADDRESSES	ARISTOTLE	digital	0.0	digital		1.0				0.0		NATIONAL CENTRIST PARTY	U	N					National Centrist Party                 	PI	J9000								1.0	1000.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.001	100.0	0.001
1429	2016.0	C00614305	156706.0	DIGITAL ADVERTISING	TWITTER	digital	1.0	digital		1.0	H6WI01226	H		1.0		VOLUNTEERS FOR NEHLEN	P	H		2.0	2.0	2.0	Volunteers for Nehlen	RL	Z1100	Paul Nehlen (R)	C	RL	H	WI	1.0		1.0	5800.0	NEHLEN, PAUL III	WI	1.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.0058	105.74	0.0054851524
1430	2018.0	C00547349	156821.0	DIGITAL ADVERTISING ESTIMATE	BULLY PULPIT INTERACTIVE	digital	0.0	digital		1.0	H8CA48035	H	S	0.0	96653.0	NEXTGEN CLIMATE ACTION COMMITTEE	U	O	1.0			1.0	NextGen Climate Action	OI	JE300	Harley Rouda (D)	C	DW	H	CA	48.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.096653	110.32	0.0876115
1431	2010.0	C00485821	387520.0	ONLINE ADVERTISING	FACEBOOK	digital	1.0	digital		1.0				1.0		AMERICANS FOR NEW LEADERSHIP	U	O	2.0		2.0	2.0	Americans for New Leadership	OI	J1100								1.0	244.73999977111816								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			2.0	1.0	0.00024474002	96.17	0.00025448686
1432	2020.0	C00008086	521481.0	SOCIAL MEDIA AD PLACEMENT	CONNELL DONATELLI	digital	0.0	digital		1.0	H8MT01232	H	O	0.0	20000.0	MONTANA REPUBLICAN STATE CENTRAL COMMITTEE	U	Y	2.0	2.0	2.0	2.0	Montana Republican State Central Cmte	RP	Z5100	Kathleen Williams (D)	O	DL	H	MT	1.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	5.0		2020.0	1.0	1.0	0.02	113.65	0.017597888
1433	2010.0	C00475533	610660.0	WEBSITE DESIGN LETTERHEAD ENVELOPES BUSINESS CARDS	BLUE CRAB MARKETING	digital	0.0	digital		1.0	H0SC01253	H		0.0		SUPPORTERS OF THURMOND FOR CONGRESS	P	H		2.0	2.0	2.0	Supporters of Thurmond for Congress	RL	Z1100	Paul Thurmond (R)	O	RL	H	SC	1.0		1.0	4359.0	THURMOND, PAUL	SC	1.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.004359	96.17	0.0045325984
1434	2020.0	C00694687	387520.0	ONLINE ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H0IA04137	H		1.0		TAYLOR FOR CONGRESS	P	H		2.0	2.0	2.0	Jeremy Taylor for Congress	RL	Z1100	Jeremy Taylor (R)	C	RL	H	IA	4.0		1.0	328.85999870300293	TAYLOR, JEREMY	IA	4.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.00032885998	113.65	0.00028936207
1435	2020.0	C00756635	156319.0	DIGITAL AD	A4MEDIA	digital	0.0	digital		1.0	P80000722	P	S	0.0	68000.0	AMERICANS FOR DECENCY AND DEMOCRACY	U	O			1.0	1.0	Trump Doomsday PAC	OI	J1200	Joe Biden (D)	C	DW	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.068	113.65	0.059832823
1436	2020.0	C00725564	11824.0	ADVERTISEMENT	FACEBOOK	media	1.0	digital		1.0	H0IL12100	H		1.0		LENZI FOR CONGRESS	P	H		1.0	1.0	1.0	Lenzi for Congress	DL	Z1200	Ray Lenzi (D)	C	DL	H	IL	12.0		1.0	400.0	LENZI, RAYMOND CARL DR.	IL	12.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.0004	113.65	0.00035195774
1437	2020.0	C00742775	387423.0	ONLINE ADS	MAILCHIMP	digital	0.0	digital		1.0				0.0		VOTE VALUES	U	O			1.0	1.0	Vote Values	OI	J1200								1.0	14.989999771118164								0.0	0.0		1.0	1.0	1.0	1.0	1.0	7.0		2020.0	1.0	1.0	1.499e-05	113.65	1.3189617e-05
1438	2018.0	C00639278	387520.0	ONLINE ADVERTISING	NEW BLUE INTERACTIVE	digital	0.0	digital		1.0	H8TX32106	H		0.0		ED MEIER FOR CONGRESS	P	H		1.0	1.0	1.0	Ed Meier for Congress	DL	Z1200	Edward Meier (D)	C	DL	H	TX	32.0		1.0	3500.0	MEIER, EDWARD	TX	32.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0035	110.32	0.003172589
1439	2018.0	C00487470	289718.0	INTERNET COMMUNICATIONS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	H6AZ05083	H	S	0.0	19.540000915527344	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Andy Biggs (R)	I	RW	H	AZ	5.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	1.954e-05	110.32	1.7712111e-05
1440	2016.0	C00571588	156706.0	DIGITAL ADVERTISING	CONNELL DONATELLI	digital	0.0	digital		1.0				0.0		RESTORATION PAC	U	O	2.0		2.0	2.0	Restoration PAC	OI	J1100								1.0	60000.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.06	105.74	0.056742955
